source_city,target_city,month,edge_weight
Shanghai,Singapore,202412,1
Shanghai,Singapore,202501,1
Shanghai,Singapore,202502,1
Shanghai,Singapore,202503,1
Shanghai,Singapore,202504,1
Shanghai,Singapore,202505,1
Shanghai,Singapore,202506,1
Shanghai,Singapore,202507,1
Shanghai,Singapore,202508,1
Shanghai,Singapore,202509,1
Shanghai,Singapore,202510,1
Shanghai,Singapore,202511,1
Shanghai,Singapore,202512,1
Shanghai,Tokyo,202201,1
Shanghai,Tokyo,202202,1
Shanghai,Tokyo,202203,1
Shanghai,Tokyo,202204,1
Shanghai,Tokyo,202205,1
Shanghai,Tokyo,202206,1
Shanghai,Tokyo,202207,1
Shanghai,Tokyo,202208,1
Shanghai,Tokyo,202209,1
Shanghai,Tokyo,202210,1
Shanghai,Tokyo,202211,1
Shanghai,Tokyo,202212,1
Shanghai,Tokyo,202301,1
Shanghai,Tokyo,202302,1
Shanghai,Tokyo,202303,1
Shanghai,Tokyo,202304,1
Shanghai,Tokyo,202305,1
Shanghai,Tokyo,202306,1
Shanghai,Tokyo,202307,1
Shanghai,Tokyo,202308,1
Shanghai,Tokyo,202309,1
Shanghai,Tokyo,202310,1
Shanghai,Tokyo,202311,1
Shanghai,Tokyo,202312,1
Shanghai,Tokyo,202401,1
Shanghai,Tokyo,202402,1
Shanghai,Tokyo,202403,1
Shanghai,Tokyo,202404,1
Shanghai,Tokyo,202405,1
Shanghai,Tokyo,202406,1
Shanghai,Tokyo,202407,1
Shanghai,Tokyo,202408,1
Shanghai,Tokyo,202409,1
Shanghai,Tokyo,202410,1
Shanghai,Tokyo,202411,1
Shanghai,Tokyo,202412,1
Shanghai,Tokyo,202501,1
Shanghai,Tokyo,202502,1
Shanghai,Tokyo,202503,1
Shanghai,Tokyo,202504,1
Shanghai,Tokyo,202505,1
Shanghai,Tokyo,202506,1
Shanghai,Tokyo,202507,1
Shanghai,Tokyo,202508,1
Shanghai,Tokyo,202509,1
Shanghai,Tokyo,202510,1
Shanghai,Tokyo,202512,1
Singapore,Tokyo,202201,1
Singapore,Tokyo,202202,1
Singapore,Tokyo,202203,1
Singapore,Tokyo,202204,1
Singapore,Tokyo,202205,1
Singapore,Tokyo,202207,1
Singapore,Tokyo,202208,1
Singapore,Tokyo,202209,1
Singapore,Tokyo,202210,1
Singapore,Tokyo,202211,1
Singapore,Tokyo,202212,1
Singapore,Tokyo,202301,1
Singapore,Tokyo,202302,1
Singapore,Tokyo,202303,1
Singapore,Tokyo,202304,1
Singapore,Tokyo,202305,1
Singapore,Tokyo,202306,1
Singapore,Tokyo,202307,1
Singapore,Tokyo,202308,1
Singapore,Tokyo,202309,1
Singapore,Tokyo,202310,1
Singapore,Tokyo,202311,1
Singapore,Tokyo,202312,1
Singapore,Tokyo,202401,1
Singapore,Tokyo,202402,1
Singapore,Tokyo,202403,1
Singapore,Tokyo,202404,1
Singapore,Tokyo,202405,1
Singapore,Tokyo,202406,1
Singapore,Tokyo,202407,1
Singapore,Tokyo,202408,1
Singapore,Tokyo,202409,1
Singapore,Tokyo,202410,1
Singapore,Tokyo,202411,1
Singapore,Tokyo,202412,1
Singapore,Tokyo,202501,1
Singapore,Tokyo,202503,1
Singapore,Tokyo,202504,1
Singapore,Tokyo,202505,1
Singapore,Tokyo,202506,1
Singapore,Tokyo,202507,1
Singapore,Tokyo,202508,1
Singapore,Tokyo,202510,1
Singapore,Tokyo,202512,1
Geneva,London,202202,1
Geneva,London,202204,1
Geneva,London,202206,1
Geneva,London,202207,1
Geneva,London,202210,1
Geneva,London,202212,1
Geneva,London,202303,1
Geneva,London,202304,1
Geneva,London,202310,1
Geneva,London,202401,1
