city,country,lat,lon,entity_count,origination_count,origination_rate,adoption_count,adoption_rate,avg_lag,median_lag,collaboration_count,weighted_degree,betweenness,eigenvector_centrality,population_million,gdp_per_capita,education_tertiary_pct,internet_users_pct,rd_expenditure_pct,research_capacity,timezone_utc,region,origination_rate_pop,adoption_rate_pop,collaboration_rate_pop,lag_std,avg_lag_nonorig,cross_region_ratio_calc,pop_top25_share,orig_top25_share,lag_quality_corr,avg_fork_star_ratio,iei_std,iei_quality_corr,avg_iei,cluster,role
Beijing,China,39.9042,116.4074,2239,653.0,0.2916480571683787,2126,0.9495310406431444,3.96,0.0,10471.0,10471,0.0,0.260834236840173,21.5,12720,60.0,73.0,2.55,3,8.0,East Asia,30.37,98.88,487.02,7.200403720258545,5.722335369993211,0.6810237799637093,0.5173393973848778,0.3069523416933301,0.1625039692766793,0.5240880982805135,4.486161868438705,-0.1363106838175035,5.295833333333333,2.0,Innovator
San Francisco,United States,37.7749,-122.4194,2190,1802.0,0.8228310502283105,3757,1.7155251141552512,3.9,0.0,13337.0,13337,0.0,0.3188226533751631,4.7,76330,88.2,92.0,3.46,2,-8.0,North America,383.4,799.36,2837.66,8.09375242954507,7.49156010230179,0.6721901477093799,0.5294663573085847,0.3640960614349521,0.1820211950857139,0.5147495256001988,7.432563658166805,-0.0087140603771996,5.8993948562783665,2.0,Innovator
Shanghai,China,31.2304,121.4737,1609,269.0,0.1671845866998135,1416,0.8800497203231821,4.66,2.0,9198.0,9198,0.0,0.2306057384286158,24.9,12720,60.0,73.0,2.55,2,8.0,East Asia,10.8,56.87,369.4,6.908791417757923,5.752397558849172,0.6732985431615569,0.552790346907994,0.2317078003249384,0.1031751286067328,0.6666589264744937,4.027434877833614,-0.2001422964984949,3.2949029126213594,2.0,Innovator
New York,United States,40.7128,-74.006,1373,496.0,0.3612527312454479,1594,1.1609613983976694,4.66,1.0,11214.0,11214,0.0,0.2663726135849939,20.1,76330,88.2,92.0,3.46,3,-5.0,North America,24.68,79.3,557.91,7.479831688246481,6.761384335154827,0.658908507223114,0.543859649122807,0.2934409220983792,0.1353847497484658,0.2000673758275918,4.230354966674625,-0.2246130684906312,3.3376623376623376,2.0,Innovator
London,United Kingdom,51.5074,-0.1278,1081,633.0,0.5855689176688251,1784,1.6503237742830712,4.49,1.0,10389.0,10389,0.0,0.248540306136813,9.6,46125,62.0,95.0,2.9,5,0.0,Europe,65.94,185.83,1082.19,7.568710065889533,6.959165942658558,0.7491577630185774,0.5662020905923345,0.1937526793015623,0.1359304851005499,0.2277543100271,4.149678825729082,-0.198705480239334,3.1686046511627906,2.0,Innovator
Seattle,United States,47.60620000000001,-122.3321,844,382.0,0.45260663507109,1226,1.45260663507109,4.16,1.0,8762.0,8762,0.0001917547723383,0.2135241950758361,4.0,76330,88.2,92.0,3.46,1,-8.0,North America,95.5,306.5,2190.5,6.936919653543761,6.048578199052133,0.6438027847523397,0.5212264150943396,0.2499292759745771,0.169703236265424,0.2393810164244529,4.1780128782657275,-0.1879689757159555,2.685245901639344,2.0,Innovator
Hangzhou,China,30.2741,120.1551,828,533.0,0.643719806763285,1233,1.4891304347826086,3.62,0.0,6463.0,6463,0.0002391887937723,0.1771633984757527,12.2,12720,60.0,73.0,2.55,1,8.0,East Asia,43.69,101.07,529.75,6.928121514367787,6.3757142857142854,0.6500077363453505,0.6186540731995277,0.380026949039453,0.1647370731815333,0.1377848422698376,3.970384732677886,-0.2417122070280691,3.888888888888889,2.0,Innovator
Paris,France,48.8566,2.3522,693,288.0,0.4155844155844156,934,1.3477633477633475,5.17,1.0,7000.0,7000,0.0,0.1693643696947439,12.3,42330,67.0,92.0,2.22,4,0.0,Europe,23.41,75.93,569.11,7.913106707828775,7.479876160990712,0.716,0.578386605783866,0.2136127170619202,0.1512873423412635,0.3803145939033784,4.547685262383468,-0.1670236409251768,3.2194174757281555,2.0,Innovator
Bengaluru,India,12.971600000000002,77.5946,685,52.0,0.075912408759124,683,0.997080291970803,7.56,5.0,6940.0,6940,0.0001126236123707,0.1633373119947514,12.3,2485,30.0,52.0,0.65,1,5.0,South Asia,4.23,55.53,564.23,8.622423999462418,8.185419968304279,0.9203170028818444,0.556047197640118,0.104879769156781,0.1937401261592723,0.3231044424078764,4.336018028969036,-0.1403350590822897,3.375238095238095,2.0,Innovator
Singapore,Singapore,1.3521,103.8198,657,224.0,0.3409436834094368,916,1.3942161339421613,5.57,1.0,7421.0,7421,0.0001710611597323,0.1831017883103096,5.9,65640,91.0,96.0,1.93,2,7.0,Southeast Asia,37.97,155.25,1257.8,8.424525215015516,7.378612716763006,0.9885460180568656,0.5735294117647058,0.3137707732179117,0.2134040466856733,0.1679897305690717,4.070184482568256,-0.1646548159059683,2.784644194756554,2.0,Innovator
Tokyo,Japan,35.6762,139.6503,646,79.0,0.1222910216718266,1993,3.085139318885449,4.41,2.0,11676.0,11676,0.0,0.2852758883912172,37.4,33815,65.5,93.0,3.26,3,9.5,East Asia,2.11,53.29,312.19,6.162172928501187,4.594566353187043,0.7718396711202467,0.5898082744702321,0.144879769156781,0.0463435257852968,0.1296642660830487,3.6802380965094414,-0.2023785733337809,2.9191842900302114,2.0,Innovator
Shenzhen,China,22.5431,114.0579,630,160.0,0.2539682539682539,791,1.2555555555555555,5.72,2.0,5365.0,5365,0.0003960165737234,0.1395504761729916,17.6,12720,60.0,73.0,2.55,1,7.5,East Asia,9.09,44.94,304.83,8.160169676726763,7.1727416798732175,0.6337371854613234,0.6043656207366985,0.2381508345079155,0.1948684711765293,0.1495907875131979,3.7226687618104393,-0.1111803981670486,2.897489539748954,2.0,Innovator
Berlin,Germany,52.52,13.405,611,64.0,0.1047463175122749,664,1.086743044189853,7.55,4.0,6903.0,6903,0.0,0.1656755388592836,3.6,51380,72.0,93.0,3.13,2,1.0,Europe,17.78,184.44,1917.5,8.784864523717328,8.356666666666667,0.7240330291177749,0.6132075471698113,0.1962854394723583,0.0721617880142968,0.2182005823818515,4.49125228909615,-0.2434165111053164,3.4989775051124745,2.0,Innovator
Seoul,South Korea,37.5665,126.97799999999998,523,80.0,0.152963671128107,577,1.1032504780114722,7.94,5.0,6388.0,6388,0.0,0.1515849826747361,9.9,32255,98.0,97.6,4.93,3,8.5,East Asia,8.08,58.28,645.25,9.176615117799129,9.22132796780684,0.795084533500313,0.6265938069216758,0.181254675643903,0.1947901774222727,0.1856228572913852,3.944332154673309,-0.2281890708914373,2.8449074074074074,2.0,Innovator
Toronto,Canada,43.6532,-79.3832,485,190.0,0.3917525773195876,815,1.6804123711340206,4.97,1.0,6420.0,6420,0.0003028923363209,0.1522131930657647,6.2,52080,75.0,93.0,1.69,2,-5.5,North America,30.65,131.45,1035.48,8.096407016394334,6.4784,0.6563862928348909,0.5393258426966292,0.1691609179948081,0.225555776307418,0.285698255360215,3.296172838102796,-0.1480718397970662,2.3897911832946637,2.0,Innovator
Hong Kong,China,22.3193,114.1694,434,139.0,0.3202764976958525,592,1.3640552995391706,5.64,1.0,4529.0,4529,8.911242405457497e-05,0.1143520104693987,7.5,12720,60.0,73.0,2.55,3,7.5,East Asia,18.53,78.93,603.87,8.28794362246659,7.375275938189845,0.6813866195628174,0.5418118466898955,0.2761611972406375,0.3086410567409121,0.1302115703989868,3.6070835844576736,-0.2145657516952202,3.2857142857142856,2.0,Innovator
Boston,United States,42.3601,-71.0589,360,513.0,1.425,910,2.5277777777777777,3.45,0.0,5051.0,5051,0.0001392151005433,0.1207620361330314,4.9,76330,88.2,92.0,3.46,3,-4.5,North America,104.69,185.71,1030.82,7.043404058712887,7.904282115869018,0.6565036626410612,0.5697399527186762,0.108132948594635,0.2155629048290951,0.2137302210210382,4.185047254870209,-0.1877230329506156,3.278481012658228,2.0,Innovator
Munich,Germany,48.1351,11.582,347,26.0,0.0749279538904899,380,1.095100864553314,8.84,5.0,4888.0,4888,0.0002615642892992,0.1141731754456702,1.6,51380,72.0,93.0,3.13,2,1.0,Europe,16.25,237.5,3055.0,9.621124284380013,9.491525423728811,0.7135842880523732,0.5733333333333334,0.1247687868399635,0.0671596084312896,0.2142352721118815,4.7775849692759484,-0.3046707899742519,3.053291536050157,2.0,Innovator
Austin,United States,30.2672,-97.7431,317,17.0,0.0536277602523659,398,1.2555205047318612,9.69,6.0,5057.0,5057,5.6379356787333405e-05,0.1174014362238565,2.3,76330,88.2,92.0,3.46,1,-6.5,North America,7.39,173.04,2198.7,10.032408593226064,10.118110236220472,0.6369388965789994,0.5964912280701754,0.1474540208108659,0.1435332117414246,0.2134085760914365,6.6949392777357195,-0.1613845488852651,4.773809523809524,2.0,Innovator
Los Angeles,United States,34.0522,-118.2437,316,88.0,0.2784810126582278,483,1.5284810126582278,6.0,2.0,4993.0,4993,0.0003601218746303,0.1205001422564888,13.2,76330,88.2,92.0,3.46,2,-8.0,North America,6.67,36.59,378.26,8.117650422288353,7.341772151898734,0.6543160424594432,0.6048192771084338,0.2641139559382586,0.232662556769193,0.2214942843864715,3.1436913975172875,-0.271213929563849,2.243827160493827,2.0,Innovator
Zurich,Switzerland,47.3769,8.5417,293,42.0,0.1433447098976109,392,1.3378839590443683,8.2,5.0,4414.0,4414,0.0006404361308633,0.1048978964748607,1.4,91930,63.0,96.0,3.37,2,0.5,Europe,30.0,280.0,3152.86,9.666891791577498,9.182857142857143,0.724286361576801,0.5728900255754475,0.2200949632818822,0.1053428379504656,0.2085639405550664,4.886542771617149,-0.2598980168550809,2.744107744107744,2.0,Innovator
Cambridge,United Kingdom,52.2053,0.1218,287,37.0,0.1289198606271777,342,1.1916376306620209,7.81,4.0,3542.0,3542,0.0001170367513388,0.0859351042206017,0.16,46125,62.0,95.0,2.9,2,0.0,Europe,231.25,2137.5,22137.5,8.928524159736895,8.760655737704917,0.7354601919819311,0.4880952380952381,0.2289996793844181,0.182919279821926,0.1809667274946972,4.53487980038298,-0.2468862569572773,3.684,2.0,Innovator
Amsterdam,Netherlands,52.3676,4.9041,285,43.0,0.1508771929824561,352,1.2350877192982457,8.65,4.0,4398.0,4398,0.0,0.1021321822898038,1.2,57025,88.0,95.0,2.32,1,0.5,Europe,35.83,293.33,3665.0,10.463342589143693,9.854368932038836,0.7103228740336517,0.6445783132530121,0.1691609179948081,0.2804747045968584,0.2382801435920676,3.8596771836186954,-0.0761953188776619,4.154761904761905,2.0,Innovator
Guangzhou,China,23.1291,113.2644,270,23.0,0.0851851851851851,345,1.2777777777777777,8.91,5.0,2982.0,2982,0.0014797756288749,0.0773727301997566,18.7,12720,60.0,73.0,2.55,1,7.5,East Asia,1.23,18.45,159.47,9.78700706275298,9.546583850931675,0.6153588195841717,0.6743515850144092,0.1515710163513946,0.1274112705506302,0.1633426486965376,4.78763349459946,-0.3143942622130961,3.782287822878229,3.0,Adopter
Vancouver,Canada,49.2827,-123.1207,253,19.0,0.075098814229249,337,1.33201581027668,9.4,5.0,4509.0,4509,0.0007338434821987,0.1058151924253173,2.6,52080,75.0,93.0,1.69,1,-8.0,North America,7.31,129.62,1734.23,10.478253856043816,9.959119496855346,0.6493679308050565,0.6135693215339233,0.1768328524099604,0.1392300988335452,0.2517215988620777,5.0128229857647275,-0.1647408637693695,2.797794117647059,2.0,Innovator
Montreal,Canada,45.5017,-73.5673,236,25.0,0.1059322033898305,264,1.11864406779661,7.86,5.0,3646.0,3646,0.0002622805278668,0.0836929864959197,4.3,52080,75.0,93.0,1.69,1,-5.0,North America,5.81,61.4,847.91,8.557808545814137,8.686192468619247,0.6590784421283599,0.6254826254826255,0.2184995190766271,0.1418931628765306,0.2558040583008574,3.600742309737625,-0.2555778720712001,2.8146341463414632,3.0,Adopter
Chicago,United States,41.8781,-87.6298,225,18.0,0.08,301,1.3377777777777775,8.51,5.0,4320.0,4320,0.0001126319893,0.1010250128256155,9.6,76330,88.2,92.0,3.46,1,-6.0,North America,1.88,31.35,450.0,9.395243960687855,9.0565371024735,0.6460648148148148,0.6423841059602649,0.18452123729735,0.199775640104271,0.2682299512879512,4.516299606108213,-0.1555307904743321,2.869565217391304,3.0,Adopter
Pune,India,18.5204,73.8567,212,9.0,0.0424528301886792,257,1.2122641509433962,10.64,7.0,3066.0,3066,0.0009765296529505,0.0702417266396317,7.4,2485,30.0,52.0,0.65,1,5.0,South Asia,1.22,34.73,414.32,10.4580759291601,11.028225806451612,0.8816046966731899,0.6395348837209303,0.1602848898456465,0.3185079795187457,0.323107227170356,3.363551717973662,-0.0955605494844123,2.5682819383259914,1.0,Connector
Chengdu,China,30.572800000000004,104.0668,208,17.0,0.0817307692307692,305,1.4663461538461535,8.08,4.0,2785.0,2785,0.0011072100627454,0.0729696562312576,21.0,12720,60.0,73.0,2.55,1,7.0,East Asia,0.81,14.52,132.62,9.224914682854978,8.555555555555555,0.622262118491921,0.6948051948051948,0.3747267480835932,0.118585088071536,0.16518953226735,4.8607337031681865,-0.2541923413774061,3.052863436123348,3.0,Adopter
Sydney,Australia,-33.8688,151.2093,200,23.0,0.115,308,1.54,8.72,5.0,3727.0,3727,6.00814503925583e-05,0.0854776596435733,5.3,63530,113.0,96.0,1.68,2,10.0,Oceania,4.34,58.11,703.21,9.583846856219878,9.424561403508772,0.9750469546552186,0.6168831168831169,0.086307248378425,0.2264652647242796,0.5425262034987794,3.718011929844567,-0.2020632276192444,2.4382470119521913,1.0,Connector
Mountain View,United States,37.3861,-122.0839,195,32.0,0.1641025641025641,258,1.323076923076923,6.17,4.0,3207.0,3207,0.0002182523915074,0.0778279437133722,0.08,76330,88.2,92.0,3.46,0,-8.0,North America,400.0,3225.0,40087.5,7.420786905956982,7.04424778761062,0.6167758029310882,0.582995951417004,0.2279994981669152,0.15710661492198,0.1907186383640652,3.613589223930091,-0.3249320789655787,2.3756906077348066,2.0,Innovator
Mumbai,India,19.076,72.8777,193,10.0,0.0518134715025906,241,1.2487046632124352,9.14,5.0,3154.0,3154,0.0011664081847313,0.0703022439912158,20.7,2485,30.0,52.0,0.65,1,5.0,South Asia,0.48,11.64,152.37,9.588883172608025,9.536796536796537,0.8792010145846544,0.6157024793388429,0.0829325638559367,0.1587486031563832,0.3325322558288006,5.218832181170348,-0.3200715334941402,2.7091836734693877,1.0,Connector
Pittsburgh,United States,40.4406,-79.9959,193,25.0,0.1295336787564766,270,1.3989637305699485,5.81,3.0,2534.0,2534,0.0015377033551803,0.0632343423350639,2.4,76330,88.2,92.0,3.46,1,-5.5,North America,10.42,112.5,1055.83,7.63155763253246,6.408163265306122,0.6527229676400947,0.5645756457564576,0.2497927054427259,0.1852832555024373,0.1966255494552015,5.086441794340054,-0.2691507028093096,3.4782608695652173,2.0,Innovator
Nanjing,China,32.0603,118.7969,192,34.0,0.1770833333333333,244,1.2708333333333333,7.77,4.0,2318.0,2318,0.0037458017581267,0.0610125640541204,9.4,12720,60.0,73.0,2.55,1,8.0,East Asia,3.62,25.96,246.6,8.79935172064603,9.028571428571428,0.5901639344262295,0.7016806722689075,0.2195148017526985,0.1875524508289197,0.1435103572055623,3.878264728718386,-0.3753124023397488,2.727777777777778,3.0,Adopter
San Jose,United States,37.3382,-121.8863,190,9.0,0.0473684210526315,480,2.526315789473684,7.72,4.0,3342.0,3342,0.000156470596246,0.0803625781585139,2.0,76330,88.2,92.0,3.46,0,-8.0,North America,4.5,240.0,1671.0,8.734084591214224,7.870488322717622,0.6379413524835428,0.5311203319502075,0.3031420327027893,0.2576534607348936,0.1885846061783458,3.496871471071762,-0.1062456132528408,3.014388489208633,2.0,Innovator
Barcelona,Spain,41.3874,2.1686,188,20.0,0.1063829787234042,251,1.3351063829787233,9.92,7.0,3499.0,3499,0.0007387853640534,0.0807232817650005,5.6,30120,93.0,93.0,1.44,1,0.0,Europe,3.57,44.82,624.82,9.861756791360865,10.783549783549784,0.7244927122034867,0.636,0.18452123729735,0.3031561436882274,0.2171918167873213,3.675539622195747,-0.1814636757642744,3.4514563106796117,3.0,Adopter
Hyderabad,India,17.385,78.4867,186,9.0,0.0483870967741935,222,1.1935483870967742,9.53,6.0,2827.0,2827,0.001228487851077,0.0635886929594117,10.0,2485,30.0,52.0,0.65,1,5.0,South Asia,0.9,22.2,282.7,9.832842244059004,9.929577464788732,0.880084895649098,0.6486486486486487,0.2317134612742179,0.3034507795921394,0.3206430485685741,4.218553483982921,-0.1009543024001981,3.194736842105263,1.0,Connector
Atlanta,United States,33.749,-84.388,182,17.0,0.0934065934065934,245,1.3461538461538465,8.58,6.0,3055.0,3055,0.0006537536009711,0.0709788173520325,6.1,76330,88.2,92.0,3.46,1,-5.5,North America,2.79,40.16,500.82,9.631644969109564,9.223684210526317,0.6559738134206219,0.6081632653061224,0.2020946884685262,0.172624841079682,0.211171657678491,2.6487999759558516,-0.29784678085571,3.765625,3.0,Adopter
Melbourne,Australia,-37.8136,144.9631,177,18.0,0.1016949152542373,287,1.6214689265536724,8.87,6.0,3545.0,3545,0.0004659653416893,0.0826331239148007,5.1,63530,113.0,96.0,1.68,2,9.5,Oceania,3.53,56.27,695.1,9.159328677372107,9.468401486988848,0.974330042313117,0.625,0.18452123729735,0.0855404738634774,0.1888670351865204,4.66474173885738,-0.218814189271241,3.1615720524017465,1.0,Connector
Taipei,Taiwan,25.033000000000005,121.5654,173,23.0,0.1329479768786127,235,1.3583815028901731,7.51,5.0,2960.0,2960,2.7573887518449407e-05,0.0707867742109033,7.0,32756,84.0,90.0,3.76,1,8.0,East Asia,3.29,33.57,422.86,8.285694712047233,8.320754716981131,0.7851351351351351,0.7379912663755459,0.3121994228919525,0.2103434544431935,0.1736303817327849,3.069227438308022,-0.1762859585872497,1.8043478260869565,3.0,Adopter
Stockholm,Sweden,59.3293,18.0686,173,15.0,0.0867052023121387,186,1.0751445086705202,8.48,5.0,2564.0,2564,0.0004386841190145,0.0589653135075139,1.6,55870,76.0,97.0,3.4,1,1.0,Europe,9.38,116.25,1602.5,9.559614267040908,9.228070175438596,0.7074882995319812,0.6338797814207651,0.1319993210493559,0.1635608571195479,0.277701983724494,3.0290012079405746,-0.2227990586417277,2.1597222222222223,3.0,Adopter
Palo Alto,United States,37.4419,-122.143,168,51.0,0.3035714285714285,286,1.7023809523809523,5.42,2.0,2581.0,2581,0.0004153704376034,0.0666382714991155,0.07,76330,88.2,92.0,3.46,1,-8.0,North America,728.57,4085.71,36871.43,8.243548463928864,6.591489361702128,0.637737311119721,0.5103448275862069,0.245259045515538,0.3318217452045053,0.1505853638762727,2.925453047614289,-0.1384631983472131,2.102409638554217,2.0,Innovator
Madrid,Spain,40.4168,-3.7038,165,41.0,0.2484848484848484,262,1.587878787878788,7.13,4.0,2832.0,2832,0.0002523612989753,0.0658440672173193,6.7,30120,93.0,93.0,1.44,1,0.0,Europe,6.12,39.1,422.69,9.316553970383504,8.457013574660634,0.7083333333333334,0.5565217391304348,0.1707362346231079,0.1804107931056297,0.2440017981231069,4.2982171559091285,-0.2644022849966784,2.939890710382514,2.0,Innovator
Wuhan,China,30.5928,114.3055,162,27.0,0.1666666666666666,227,1.4012345679012346,8.49,5.0,2079.0,2079,0.0004566597692226,0.0530863919228745,12.3,12720,60.0,73.0,2.55,1,7.5,East Asia,2.2,18.46,169.02,10.03284924700351,9.635,0.5959595959595959,0.65625,0.2944281592085375,0.210485018629216,0.1477348981073535,5.55652165512908,-0.4488478224955938,2.8544303797468356,3.0,Adopter
Redmond,United States,47.674,-122.1215,159,359.0,2.257861635220126,478,3.006289308176101,2.02,0.0,2357.0,2357,0.0006676209995582,0.0619385414656365,0.07,76330,88.2,92.0,3.46,0,-8.0,North America,5128.57,6828.57,33671.43,6.250834878406645,8.117647058823529,0.6113703860840051,0.3488372093023256,0.2512707732179117,0.2830648154815127,0.4653952090672727,4.151533598755827,-0.2578581342347392,2.2325581395348837,2.0,Innovator
Warsaw,Poland,52.2297,21.0122,158,7.0,0.0443037974683544,147,0.930379746835443,10.33,6.0,2114.0,2114,0.0020478327772372,0.0493566996453328,1.8,18320,67.0,87.0,1.44,1,1.5,Europe,3.89,81.67,1174.44,10.73858952582663,10.842857142857143,0.7251655629139073,0.6802721088435374,0.2949080416217319,0.0972885529589075,0.2054888644683472,4.435956975187461,-0.2847174989468078,2.532258064516129,3.0,Adopter
Sao Paulo,Brazil,-23.5505,-46.6333,155,6.0,0.0387096774193548,176,1.135483870967742,11.07,8.0,2104.0,2104,0.001866820437997,0.0477889324792775,22.0,8920,55.0,84.0,1.16,1,-3.0,Latin America,0.27,8.0,95.64,11.254251721824144,11.458823529411765,0.9862167300380228,0.6193181818181818,0.2243988457839051,0.1587807531455664,0.3184117947799145,5.6235647142242735,-0.1899207360447506,2.6233766233766236,1.0,Connector
New Delhi,India,28.613900000000005,77.209,155,13.0,0.0838709677419354,201,1.2967741935483872,10.62,8.0,2344.0,2344,0.0041302185942688,0.0523246104029027,16.8,2485,30.0,52.0,0.65,1,5.0,South Asia,0.77,11.96,139.52,10.776247604700393,11.351063829787234,0.867320819112628,0.5621890547263682,0.0691104698799472,0.2923187458624858,0.3827439313871442,3.457133931652894,-0.1261727181514909,2.503030303030303,1.0,Connector
San Diego,United States,32.7157,-117.1611,151,13.0,0.086092715231788,209,1.3841059602649006,8.29,6.0,2374.0,2374,0.001295126302251,0.0555208481060318,3.3,76330,88.2,92.0,3.46,1,-8.0,North America,3.94,63.33,719.39,9.067905197688887,8.841836734693878,0.6335299073294018,0.5741626794258373,0.0777492786149406,0.2050034292159377,0.2777289136349176,3.9098015820420664,-0.209862726884642,3.1097560975609757,3.0,Adopter
Chennai,India,13.0827,80.2707,135,5.0,0.037037037037037,134,0.9925925925925926,9.91,6.5,1925.0,1925,0.0015674246739351,0.0430094742612073,10.9,2485,30.0,52.0,0.65,1,5.5,South Asia,0.46,12.29,176.61,9.889207823529135,10.294573643410851,0.8685714285714285,0.6044776119402985,0.1243988457839051,0.2851895595259709,0.4162495632340564,3.4648885122041264,-0.1211229407881586,2.9051724137931036,1.0,Connector
Vienna,Austria,48.2082,16.3738,134,8.0,0.0597014925373134,159,1.1865671641791045,8.65,5.0,2525.0,2525,0.0004134578498398,0.0580247095328748,2.0,52085,90.0,93.0,3.2,1,1.0,Europe,4.0,79.5,1262.5,9.10138911457932,9.112582781456954,0.7124752475247524,0.6289308176100629,0.3264606506030039,0.2139530766295475,0.385923054457303,2.8554975919107743,-0.2852068275845416,1.443609022556391,3.0,Adopter
Portland,United States,45.5152,-122.6784,129,2.0,0.0155038759689922,172,1.3333333333333333,9.44,6.0,2478.0,2478,0.0002170813875084,0.0576923271111009,2.5,76330,88.2,92.0,3.46,0,-8.0,North America,0.8,68.8,991.2,9.995992328983592,9.547058823529412,0.6339790153349475,0.627906976744186,0.320569779691293,0.0734469039184927,0.2053205102684713,4.494199648830119,-0.3689458286390605,2.586206896551724,3.0,Adopter
Washington,United States,38.9072,-77.0369,128,14.0,0.109375,189,1.4765625,8.4,5.0,2698.0,2698,0.0009104720668719,0.063083090657018,6.3,76330,88.2,92.0,3.46,1,-5.0,North America,2.22,30.0,428.25,9.861659896921443,9.074285714285717,0.6241660489251297,0.6077348066298343,0.249537573679927,0.2110257750051626,0.2581433732390201,3.903990203068603,-0.1421483982728752,2.38,3.0,Adopter
Hamburg,Germany,53.5511,9.9937,128,111.0,0.8671875,289,2.2578125,5.78,1.0,2417.0,2417,0.0008153388297691,0.0561382448501629,1.9,51380,72.0,93.0,3.13,0,0.5,Europe,58.42,152.11,1272.11,8.309628915793134,9.376404494382022,0.7153496069507654,0.6206896551724138,0.1495992305226034,0.2832904327772929,0.2081266713755457,3.2350153608271293,-0.1422203739786331,3.1486486486486487,2.0,Innovator
Moscow,Russia,55.7558,37.6173,128,11.0,0.0859375,134,1.046875,10.95,7.0,1797.0,1797,0.0003800284023805,0.0408853541253697,12.6,11480,82.0,88.0,1.1,1,2.5,Europe,0.87,10.63,142.62,11.09447953502413,11.926829268292684,0.7295492487479132,0.6171875,0.1243988457839051,0.2330897498148212,0.1382720592560996,5.887670590397926,-0.3230403548247154,3.4622641509433962,3.0,Adopter
Sunnyvale,United States,37.3688,-122.0363,122,7.0,0.0573770491803278,157,1.286885245901639,8.7,5.0,2110.0,2110,0.0032726228200286,0.0522594393853407,0.16,76330,88.2,92.0,3.46,0,-8.0,North America,43.75,981.25,13187.5,9.599322203738687,9.106666666666667,0.6194312796208531,0.6282051282051282,0.3858171325308228,0.2630575093444556,0.2530330014695682,2.537890637692824,-0.0608013351935131,1.6209677419354838,3.0,Adopter
Delhi,India,28.7041,77.1025,117,4.0,0.0341880341880341,127,1.0854700854700854,10.46,8.0,1705.0,1705,0.0010251371942248,0.0380817931696743,16.8,2485,30.0,52.0,0.65,1,5.0,South Asia,0.24,7.56,101.49,10.56781269548501,10.796747967479677,0.8592375366568915,0.5826771653543307,0.1382209397598945,0.2674260541532578,0.5291806180354189,4.872704529100613,-0.2291832880492902,2.6491228070175437,1.0,Connector
Prague,Czech Republic,50.0755,14.4378,116,8.0,0.0689655172413793,161,1.387931034482759,9.6,5.0,2220.0,2220,0.0017391019258428,0.0513183620416141,1.3,27220,66.0,88.0,1.95,1,1.0,Europe,6.15,123.85,1707.69,10.638009025416588,10.098039215686274,0.690990990990991,0.6956521739130435,0.3264606506030039,0.0101519666916357,0.183941700427651,4.728926314761305,-0.2771930983593563,2.753623188405797,3.0,Adopter
Istanbul,Turkey,41.008199999999995,28.978400000000004,109,8.0,0.073394495412844,130,1.1926605504587156,10.15,7.0,1524.0,1524,0.0005843537260083,0.0348759881246182,15.6,10674,99.0,83.0,1.09,1,2.0,Middle East,0.51,8.33,97.69,10.445474179225233,10.81967213114754,0.979002624671916,0.6564885496183206,0.3264606506030039,0.1772631253467924,0.1890780121163265,4.437769861573129,-0.1497545153668946,3.47,1.0,Connector
Dublin,Ireland,53.3498,-6.2603,106,8.0,0.0754716981132075,164,1.5471698113207548,9.13,6.0,2465.0,2465,0.0003210379260572,0.0578276078448381,1.4,103685,78.0,92.0,1.23,1,-0.5,Europe,5.71,117.14,1760.71,9.871664529681048,9.596153846153848,0.734685598377282,0.6625766871165644,0.2703323714865875,0.1260257273568817,0.3515157018320229,3.739964387474728,-0.1452302768975059,2.3208955223880596,3.0,Adopter
