author,entity_type,raw_location,source,status,fetched_at
01-ai,organization,"Beijing, China",manual,manual,
0RisingStar0,unknown,,unmatched,skipped,
0xDing,user,Solar System,cached_github,ok,
0xJustin,unknown,,unmatched,skipped,
0xgr3y,unknown,,unmatched,skipped,
1-800-BAD-CODE,unknown,,unmatched,skipped,
1038lab,unknown,,unmatched,skipped,
152334H,user,Singapore,cached_github,ok,
1Covenant,unknown,,unmatched,skipped,
1aurent,unknown,,unmatched,skipped,
1bitLLM,unknown,,unmatched,skipped,
229nagibator229,unknown,,unmatched,skipped,
22h,unknown,,unmatched,skipped,
2Noise,unknown,,unmatched,skipped,
2toINF,user,China,cached_github,ok,
3loi,unknown,,unmatched,skipped,
51la5,unknown,,unmatched,skipped,
5CD-AI,unknown,,unmatched,skipped,
ABDALLALSWAITI,unknown,,unmatched,skipped,
AGBonnet,user,Paris,cached_github,ok,
AI-Growth-Lab,unknown,,unmatched,skipped,
AI-Lab-Makerere,unknown,,unmatched,skipped,
AI-MO,organization,"Paris, France",manual,manual,
AI-Safeguard,unknown,,unmatched,skipped,
AI-Secure,organization,University of Illinois at Urbana-Champaign,cached_github,ok,
AI-Sweden-Models,unknown,,unmatched,skipped,
AI4Chem,unknown,,unmatched,skipped,
AI4Math,unknown,,unmatched,skipped,
AI4Protein,unknown,,unmatched,skipped,
AI4Science-WestlakeU,unknown,,unmatched,skipped,
AIDC-AI,organization,"Hangzhou, China",manual,manual,
AIEnergyScore,unknown,,unmatched,skipped,
AIGC-Audio,unknown,,unmatched,skipped,
AIIAR,unknown,,unmatched,skipped,
AIJUUD,unknown,,unmatched,skipped,
AILab-CVC,unknown,,unmatched,skipped,
AIR-Bench,unknown,,unmatched,skipped,
AISHELL,unknown,,unmatched,skipped,
AITeamVN,unknown,,unmatched,skipped,
AInVFX,unknown,,unmatched,skipped,
AP-HP,unknown,,unmatched,skipped,
AP123,unknown,,unmatched,skipped,
APRIL-AIGC,unknown,,unmatched,skipped,
ARTPARK-IISc,unknown,,unmatched,skipped,
ASLP-lab,unknown,,unmatched,skipped,
AUTOMATIC,unknown,,unmatched,skipped,
AaronZ345,unknown,,unmatched,skipped,
AbeHou,unknown,,unmatched,skipped,
Abirate,unknown,,unmatched,skipped,
AdamCodd,unknown,,unmatched,skipped,
AdamLucek,unknown,,unmatched,skipped,
AdamOswald1,unknown,,unmatched,skipped,
AdaptLLM,organization,"Hong Kong, China",manual,manual,
Adilbai,unknown,,unmatched,skipped,
AdithyaSK,unknown,,unmatched,skipped,
Aeala,unknown,,unmatched,skipped,
AetherResearch,unknown,,unmatched,skipped,
Agent-Ark,unknown,,unmatched,skipped,
AgentFlow,unknown,,unmatched,skipped,
Agents-MCP-Hackathon,unknown,,unmatched,skipped,
AiCloser,unknown,,unmatched,skipped,
AiSudo,unknown,,unmatched,skipped,
Ailyth,unknown,,unmatched,skipped,
Airtel4141,unknown,,unmatched,skipped,
Aitrepreneur,unknown,,unmatched,skipped,
AkshatSurolia,unknown,,unmatched,skipped,
AlekseyKorshuk,user,"Palo Alto, CA, USA",cached_github,ok,
Alex-Song,unknown,,unmatched,skipped,
AlexKay,unknown,,unmatched,skipped,
Alibaba-Apsara,unknown,,unmatched,skipped,
Alibaba-NLP,organization,"Hangzhou, China",manual,manual,
AlicanKiraz0,unknown,,unmatched,skipped,
Alimzhan,unknown,,unmatched,skipped,
Alissonerdx,unknown,,unmatched,skipped,
AllThingsIntel,unknown,,unmatched,skipped,
Almawave,unknown,,unmatched,skipped,
AlpachinoNLP,unknown,,unmatched,skipped,
Alpha-VLLM,unknown,,unmatched,skipped,
AlphaDragon,unknown,,unmatched,skipped,
Alvenir,unknown,,unmatched,skipped,
AmazonScience,organization,"Seattle, WA, USA",manual,manual,
AmirKerr,unknown,,unmatched,skipped,
Ammar-alhaj-ali,unknown,,unmatched,skipped,
Amod,unknown,,unmatched,skipped,
Amrrs,unknown,,unmatched,skipped,
Anashel,unknown,,unmatched,skipped,
AnatoliiPotapov,unknown,,unmatched,skipped,
AngelSlim,unknown,,unmatched,skipped,
Angelakeke,unknown,,unmatched,skipped,
Angeldfire2,unknown,,unmatched,skipped,
AnnaWegmann,unknown,,unmatched,skipped,
Anthropic,organization,"San Francisco, CA, USA",manual,manual,
AntonV,unknown,,unmatched,skipped,
Anwarkh1,unknown,,unmatched,skipped,
Anzhc,unknown,,unmatched,skipped,
Apel-sin,unknown,,unmatched,skipped,
ArBert,unknown,,unmatched,skipped,
Aratako,user,Japan,cached_github,ok,
Arki05,unknown,,unmatched,skipped,
ArliAI,unknown,,unmatched,skipped,
Armaggheddon,user,Italy,cached_github,ok,
Arrexel,unknown,,unmatched,skipped,
ArtificialAnalysis,unknown,,unmatched,skipped,
Artples,unknown,,unmatched,skipped,
Arunavaonly,unknown,,unmatched,skipped,
Arunk25,unknown,,unmatched,skipped,
Aryn,unknown,,unmatched,skipped,
AskUI,organization,Karlsruhe,cached_github,ok,
AssistantBench,unknown,,unmatched,skipped,
AstraMindAI,unknown,,unmatched,skipped,
AstraliteHeart,unknown,,unmatched,skipped,
AstroMLCore,unknown,,unmatched,skipped,
Astroboy,unknown,,unmatched,skipped,
Ateeqq,unknown,,unmatched,skipped,
AtlaAI,unknown,,unmatched,skipped,
Atotti,unknown,,unmatched,skipped,
AuraDiffusion,unknown,,unmatched,skipped,
AutonLab,unknown,,unmatched,skipped,
Avelina,unknown,,unmatched,skipped,
AvitoTech,unknown,,unmatched,skipped,
Awiny,unknown,,unmatched,skipped,
Aybeeceedee,unknown,,unmatched,skipped,
Azure99,user,Beijing,cached_github,ok,
BAAI,organization,"Beijing, China",manual,manual,
BCCard,unknown,,unmatched,skipped,
BELLE-2,unknown,,unmatched,skipped,
BLIP3o,unknown,,unmatched,skipped,
BM-K,user,Republic of Korea,cached_github,ok,
BSC-LT,organization,"Barcelona, Spain",manual,manual,
BUT-FIT,unknown,,unmatched,skipped,
BVRA,unknown,,unmatched,skipped,
Babelscape,unknown,,unmatched,skipped,
BabyLM-community,unknown,,unmatched,skipped,
BatsResearch,organization,United States of America,cached_github,ok,
BatuhanYilmaz,unknown,,unmatched,skipped,
Be-Bo,unknown,,unmatched,skipped,
BeIR,organization,"Darmstadt, Germany",manual,manual,
BeaverLegacy,unknown,,unmatched,skipped,
Bedovyy,unknown,,unmatched,skipped,
Beijing-AISI,unknown,,unmatched,skipped,
BelleGroup,unknown,,unmatched,skipped,
Benjamin-png,unknown,,unmatched,skipped,
Benjy,unknown,,unmatched,skipped,
BennyDaBall,unknown,,unmatched,skipped,
BestWishYsh,unknown,,unmatched,skipped,
BianYx,unknown,,unmatched,skipped,
BigDannyPt,unknown,,unmatched,skipped,
BilalSardar,unknown,,unmatched,skipped,
Bin1117,unknown,,unmatched,skipped,
Bin12345,unknown,,unmatched,skipped,
Bingguang,unknown,,unmatched,skipped,
BioMistral,unknown,,unmatched,skipped,
Bllossom,unknown,,unmatched,skipped,
BlueAvenir,unknown,,unmatched,skipped,
BoKelvin,unknown,,unmatched,skipped,
BramVanroy,user,Belgium,cached_github,ok,
Brasd99,user,"Moscow, Russia",cached_github,ok,
Brianferrell787,unknown,,unmatched,skipped,
BridgeTower,unknown,,unmatched,skipped,
BunnyNoBugs,unknown,,unmatched,skipped,
ByteDance,organization,Singapore,cached_github,ok,
ByteDance-Seed,unknown,,unmatched,skipped,
BytedTsinghua-SIA,unknown,,unmatched,skipped,
BytedanceDouyinContent,unknown,,unmatched,skipped,
CAMB-AI,unknown,,unmatched,skipped,
CAMeL-Lab,unknown,,unmatched,skipped,
CEIA-UFG,unknown,,unmatched,skipped,
CERN,unknown,,unmatched,skipped,
CIDAS,unknown,,unmatched,skipped,
CISCai,unknown,,unmatched,skipped,
CSTR-Edinburgh,unknown,,unmatched,skipped,
CSU-JPG,unknown,,unmatched,skipped,
CUHK-CSE,unknown,,unmatched,skipped,
CalamitousFelicitousness,unknown,,unmatched,skipped,
CalderaAI,unknown,,unmatched,skipped,
Camais03,unknown,,unmatched,skipped,
CarperAI,unknown,,unmatched,skipped,
Casual-Autopsy,unknown,,unmatched,skipped,
CausalLM,unknown,,unmatched,skipped,
Chain-GPT,unknown,,unmatched,skipped,
CharlieDreemur,user,USA,cached_github,ok,
ChatDOC,unknown,,unmatched,skipped,
Chelsea707,unknown,,unmatched,skipped,
ChenDY,unknown,,unmatched,skipped,
ChenkinNoob,unknown,,unmatched,skipped,
ChilleD,unknown,,unmatched,skipped,
Chinese-Vicuna,unknown,,unmatched,skipped,
ChongyanChen,unknown,,unmatched,skipped,
Chun121,unknown,,unmatched,skipped,
CiaraRowles,unknown,,unmatched,skipped,
Clinton,unknown,,unmatched,skipped,
ClosedCharacter,unknown,,unmatched,skipped,
Cloyne,unknown,,unmatched,skipped,
ClueAI,unknown,,unmatched,skipped,
ClusterlabAi,unknown,,unmatched,skipped,
Cnam-LMSSC,unknown,,unmatched,skipped,
CoRal-project,unknown,,unmatched,skipped,
CoRover,unknown,,unmatched,skipped,
Codatta,unknown,,unmatched,skipped,
CodeGoat24,unknown,,unmatched,skipped,
CodedotAI,unknown,,unmatched,skipped,
CofeAI,unknown,,unmatched,skipped,
CogComp,unknown,,unmatched,skipped,
Cognitive-Lab,unknown,,unmatched,skipped,
CohereLabs,unknown,,unmatched,skipped,
CombinHorizon,unknown,,unmatched,skipped,
Comfy-Org,organization,"San Francisco, CA, USA",manual,manual,
CompVis,organization,Germany,cached_github,ok,
CompendiumLabs,unknown,,unmatched,skipped,
ComplexDataLab,unknown,,unmatched,skipped,
Conflictx,unknown,,unmatched,skipped,
Congliu,unknown,,unmatched,skipped,
ConicCat,unknown,,unmatched,skipped,
ContactDoctor,unknown,,unmatched,skipped,
ContextualAI,organization,United States of America,cached_github,ok,
ControlNet-1-1-preview,unknown,,unmatched,skipped,
ConvexAI,unknown,,unmatched,skipped,
Copycats,unknown,,unmatched,skipped,
Crataco,unknown,,unmatched,skipped,
Crosstyan,unknown,,unmatched,skipped,
CrucibleAI,unknown,,unmatched,skipped,
CultriX,unknown,,unmatched,skipped,
CypressYang,unknown,,unmatched,skipped,
DAMO-NLP-MT,unknown,,unmatched,skipped,
DAMO-NLP-SG,organization,Singapore,manual,manual,
DATA-MASK,unknown,,unmatched,skipped,
DFloat11,unknown,,unmatched,skipped,
DGSpitzer,unknown,,unmatched,skipped,
DKYoon,unknown,,unmatched,skipped,
DMetaSoul,unknown,,unmatched,skipped,
DSULT-Core,unknown,,unmatched,skipped,
Dahoas,unknown,,unmatched,skipped,
Dampfinchen,unknown,,unmatched,skipped,
Dangindev,unknown,,unmatched,skipped,
Danielbrdz,unknown,,unmatched,skipped,
Daniellesry,unknown,,unmatched,skipped,
Danrisi,unknown,,unmatched,skipped,
Danswer,unknown,,unmatched,skipped,
Datadog,organization,New York,cached_github,ok,
DatarusAI,unknown,,unmatched,skipped,
DatologyAI,unknown,,unmatched,skipped,
Datou1111,unknown,,unmatched,skipped,
DavidAU,unknown,,unmatched,skipped,
Davlan,unknown,,unmatched,skipped,
DeSTA-ntu,unknown,,unmatched,skipped,
Deci,unknown,,unmatched,skipped,
DeepBeepMeep,unknown,,unmatched,skipped,
DeepChem,unknown,,unmatched,skipped,
DeepESP,unknown,,unmatched,skipped,
DeepFloyd,unknown,,unmatched,skipped,
DeepHat,unknown,,unmatched,skipped,
DeepMount00,unknown,,unmatched,skipped,
DeepPavlov,unknown,,unmatched,skipped,
Depositair,unknown,,unmatched,skipped,
Detomo,unknown,,unmatched,skipped,
DevQuasar,unknown,,unmatched,skipped,
DiTy,unknown,,unmatched,skipped,
DiffSynth-Studio,unknown,,unmatched,skipped,
DiffusionLight,organization,Thailand,cached_github,ok,
DionTimmer,user,Michigan,cached_github,ok,
DiscoResearch,organization,"Berlin, Germany",manual,manual,
Disty0,user,Turkey,cached_github,ok,
Djrango,unknown,,unmatched,skipped,
DocWolle,unknown,,unmatched,skipped,
Doctor-Shotgun,unknown,,unmatched,skipped,
DoeyLLM,unknown,,unmatched,skipped,
Dongjin-kr,unknown,,unmatched,skipped,
DontPlanToEnd,unknown,,unmatched,skipped,
DragGan,unknown,,unmatched,skipped,
DragonLLM,unknown,,unmatched,skipped,
Dream-org,unknown,,unmatched,skipped,
Dremmar,unknown,,unmatched,skipped,
DrishtiSharma,unknown,,unmatched,skipped,
DucHaiten,unknown,,unmatched,skipped,
Dunkindont,unknown,,unmatched,skipped,
Duxiaoman-DI,unknown,,unmatched,skipped,
Dzkaka,unknown,,unmatched,skipped,
E-MIMIC,unknown,,unmatched,skipped,
EIStakovskii,unknown,,unmatched,skipped,
EK12317,unknown,,unmatched,skipped,
EPFL-ECEO,unknown,,unmatched,skipped,
EPFL-VILAB,unknown,,unmatched,skipped,
ESGBERT,unknown,,unmatched,skipped,
ETH-CVG,unknown,,unmatched,skipped,
EVA-UNIT-01,unknown,,unmatched,skipped,
EbanLee,unknown,,unmatched,skipped,
EdinburghNLP,organization,Edinburgh,cached_github,ok,
Efficient-Large-Model,unknown,,unmatched,skipped,
Ekimetrics,unknown,,unmatched,skipped,
ElKulako,unknown,,unmatched,skipped,
EleutherAI,organization,"New York, NY, USA",manual,manual,
Elliott,unknown,,unmatched,skipped,
ElnaggarLab,unknown,,unmatched,skipped,
Elron,unknown,,unmatched,skipped,
EmergentMethods,unknown,,unmatched,skipped,
EmoCareAI,unknown,,unmatched,skipped,
Enoch,unknown,,unmatched,skipped,
Envvi,unknown,,unmatched,skipped,
EpicPinkPenguin,unknown,,unmatched,skipped,
Epiculous,unknown,,unmatched,skipped,
Equall,unknown,,unmatched,skipped,
EricLu,unknown,,unmatched,skipped,
Ertugrul,unknown,,unmatched,skipped,
EssentialAI,unknown,,unmatched,skipped,
Eugeoter,unknown,,unmatched,skipped,
Eureka-Lab,unknown,,unmatched,skipped,
EuroBERT,unknown,,unmatched,skipped,
Eurolingua,unknown,,unmatched,skipped,
EvanZhouDev,user,"echo ""$PWD""",cached_github,ok,
Everloom,unknown,,unmatched,skipped,
EvolutionaryScale,unknown,,unmatched,skipped,
Ewere,unknown,,unmatched,skipped,
Ex0bit,unknown,,unmatched,skipped,
Exscientia,unknown,,unmatched,skipped,
FBK-MT,unknown,,unmatched,skipped,
FFusion,unknown,,unmatched,skipped,
FISA-conclave,unknown,,unmatched,skipped,
FL33TW00D-HF,unknown,,unmatched,skipped,
FLARE-MedFM,unknown,,unmatched,skipped,
FabioSarracino,unknown,,unmatched,skipped,
Facebear,unknown,,unmatched,skipped,
FacebookAI,organization,"San Francisco, CA, USA",manual,manual,
Falconsai,unknown,,unmatched,skipped,
FallenMerick,unknown,,unmatched,skipped,
FastVideo,unknown,,unmatched,skipped,
Felix92,unknown,,unmatched,skipped,
FelixYuan,unknown,,unmatched,skipped,
Felladrin,organization,"Sao Paulo, Brazil",manual,manual,
Fictiverse,unknown,,unmatched,skipped,
FinGPT,unknown,,unmatched,skipped,
FinLang,unknown,,unmatched,skipped,
FinWorkBench,unknown,,unmatched,skipped,
Finnish-NLP,unknown,,unmatched,skipped,
FireRedTeam,organization,China,cached_github,ok,
FiscalNote,unknown,,unmatched,skipped,
FlagAlpha,unknown,,unmatched,skipped,
FlashLabs,unknown,,unmatched,skipped,
Flmc,unknown,,unmatched,skipped,
FluidInference,unknown,,unmatched,skipped,
Flux9665,unknown,,unmatched,skipped,
Forceless,unknown,,unmatched,skipped,
Fortytwo-Network,unknown,,unmatched,skipped,
FoundationVision,unknown,,unmatched,skipped,
FoxBaze,unknown,,unmatched,skipped,
